Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre,duration_mins,genres_list,primary_genre,text_features
The Murmur of Bees,Sofia Segovia,4.5,2648.0,837,From a beguiling voice in Mexican fiction comes an astonishing novel - her first to be translated into English - about a mysterious child with the power to change a family’s history in a country on the verge of revolution.,14 hours and 20 minutes,",#4,560 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#12 in Small Town & Rural Fiction,#62 in Family Life Fiction,#167 in Historical Fiction (Audible Audiobooks & Originals)",860,"['Small Town & Rural Fiction', 'Family Life Fiction']",Small Town & Rural Fiction,From a beguiling voice in Mexican fiction comes an astonishing novel - her first to be translated into English - about a mysterious child with the power to change a family’s history in a country on the verge of revolution. Small Town & Rural Fiction Sofia Segovia
The Kind Worth Killing,Peter Swanson,4.4,2647.0,793,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other Peter Swanson"
The Bell Jar,Sylvia Plath,4.4,2633.0,531,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping",-1,-1,0,[],Other,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping Other Sylvia Plath"
Come Away with Me,Kristen Proby,4.0,2622.0,836,"Being confronted on the beach by a sexy stranger wasn't part of Natalie Conner's plans for a peaceful morning taking photos. And why on earth would he think she's taking pictures of him, anyway? Who is he? One thing’s for sure, he’s hot, and incredibly romantic, feeding Natalie’s wounded soul.",-1,-1,0,[],Other,"Being confronted on the beach by a sexy stranger wasn't part of Natalie Conner's plans for a peaceful morning taking photos. And why on earth would he think she's taking pictures of him, anyway? Who is he? One thing’s for sure, he’s hot, and incredibly romantic, feeding Natalie’s wounded soul. Other Kristen Proby"
"Raising Steam: Discworld, Book 40",Terry Pratchett,4.5,2617.0,888,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other Terry Pratchett"
Mythos,Stephen Fry,4.6,2614.0,1093,"Step into another world - of magic, mayhem, monsters and maniacal gods - in Stephen Fry’s momentous Sunday Times best-seller Mythos, brought to you by Penguin.",-1,-1,0,[],Other,"Step into another world - of magic, mayhem, monsters and maniacal gods - in Stephen Fry’s momentous Sunday Times best-seller Mythos, brought to you by Penguin. Other Stephen Fry"
Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone,Brené Brown,4.7,2614.0,615,"Random House presents the audiobook edition of Braving the Wilderness, written and read by Brené Brown.",4 hours and 12 minutes,",#2,739 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#203 in Psychology (Audible Audiobooks & Originals),#1,928 in Society & Culture (Books),#5,671 in Personal Development & Self-Help",252,[],Other,"Random House presents the audiobook edition of Braving the Wilderness, written and read by Brené Brown. Other Brené Brown"
The Godfather,Mario Puzo,4.6,2602.0,873,"Based on the lives of real people and yet so brutal and shocking in places that it's almost impossible to believe, Mario Puza weaves a dark and compelling narrative that climaxes with a blistering showdown.",18 hours and 5 minutes,",#752 in Crime, Thriller & Mystery (Books),#767 in Classic Fiction (Books),#1,315 in Contemporary Fiction (Books)",1085,"['Crime', 'Classic Fiction (Books)']",Crime,"Based on the lives of real people and yet so brutal and shocking in places that it's almost impossible to believe, Mario Puza weaves a dark and compelling narrative that climaxes with a blistering showdown. Crime Mario Puzo"
David Copperfield,Charles Dickens,4.4,2601.0,1338,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other Charles Dickens"
"Old Man's War: Old Man's War, Book 1",John Scalzi,4.5,2598.0,323,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other John Scalzi"
Kane and Abel,Jeffrey Archer,4.6,2589.0,323,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other Jeffrey Archer"
The Haunting of Hill House,Shirley Jackson,4.3,2581.0,585,"Past the rusted gates and untrimmed hedges, Hill House broods and waits….",7 hours and 27 minutes,",#2,647 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#20 in Horror Fiction,#137 in Classic Literature,#410 in Horror (Books)",447,"['Horror Fiction', 'Classic Literature', 'Horror (Books)']",Horror Fiction,"Past the rusted gates and untrimmed hedges, Hill House broods and waits…. Horror Fiction Shirley Jackson"
"Starting Strength: Basic Barbell Training, 3rd Edition",Mark Rippetoe,4.8,2567.0,836,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping",-1,-1,0,[],Other,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping Other Mark Rippetoe"
Anna Karenina (AmazonClassics Edition),Leo Tolstoy,4.2,2560.0,1055,"Beautiful, popular, and fortunate, Anna Karenina is an upright wife and mother. But her passionless marriage to a senior statesman leads her into the arms of Count Alexey Vronsky. The dashing cavalry officer stokes in her something exciting and defiant. In abandoning the rules of her noble station, she's aware of the risks: a degraded reputation and the hostile recriminations of St. Petersburg society. But there are even greater stakes as Anna follows desires both romantic and carnal, emancipating and destructive.",38 hours and 7 minutes,",#4,020 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#213 in Classic Literature,#231 in Literary Fiction,#3,792 in Classic Fiction (Books)",2287,"['Classic Literature', 'Literary Fiction']",Classic Literature,"Beautiful, popular, and fortunate, Anna Karenina is an upright wife and mother. But her passionless marriage to a senior statesman leads her into the arms of Count Alexey Vronsky. The dashing cavalry officer stokes in her something exciting and defiant. In abandoning the rules of her noble station, she's aware of the risks: a degraded reputation and the hostile recriminations of St. Petersburg soc Classic Literature Leo Tolstoy"
The Universe Has Your Back: Transform Fear into Faith,Gabrielle Bernstein,4.6,2560.0,586,"In her latest book, The Universe Has Your Back, New York Times best-selling author Gabrielle Bernstein teaches listeners how to transform their fear into faith in order to live a divinely guided life. Each story and lesson in the book guides listeners to release the blocks to what they most long for: happiness, security, and clear direction. The lessons help listeners relinquish the need to control so they can relax into a sense of certainty and freedom. Listeners will learn to stop chasing life and truly live. Making the shift from fear to faith will give listeners a sense of power in a world that all too often makes them feel utterly powerless. When the tragedies of the world seem overwhelming, this book will help guide them back to their true power.",4 hours and 31 minutes,",#1,277 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#206 in Personal Success,#1,366 in Mind, Body & Spirit,#2,884 in Personal Development & Self-Help",271,['Personal Success'],Personal Success,"In her latest book, The Universe Has Your Back, New York Times best-selling author Gabrielle Bernstein teaches listeners how to transform their fear into faith in order to live a divinely guided life. Each story and lesson in the book guides listeners to release the blocks to what they most long for: happiness, security, and clear direction. The lessons help listeners relinquish the need to contro Personal Success Gabrielle Bernstein"
The Girl Before,JP Delaney,4.2,2550.0,759,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping",-1,-1,0,[],Other,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping Other JP Delaney"
Conversations with Friends,Sally Rooney,4.3,2547.0,713,"Frances is a 21-year-old college student in Dublin; she performs at spoken word events with her best friend and ex-lover, Bobbi. When they are profiled by journalist Melissa, they enter an orbit of beautiful houses and raucous dinner parties. Initially unimpressed, Frances begins an affair with Nick, Melissa's husband, which gives way to an unexpected intimacy. Desperate to reconcile her desires and vulnerabilities of her body, Frances's intellectual certainties begin to yield to something new: a disorienting way of living from moment to moment.",8 hours and 33 minutes,",#3,135 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#180 in Literary Fiction,#6,039 in Contemporary Fiction (Books)",513,['Literary Fiction'],Literary Fiction,"Frances is a 21-year-old college student in Dublin; she performs at spoken word events with her best friend and ex-lover, Bobbi. When they are profiled by journalist Melissa, they enter an orbit of beautiful houses and raucous dinner parties. Initially unimpressed, Frances begins an affair with Nick, Melissa's husband, which gives way to an unexpected intimacy. Desperate to reconcile her desires a Literary Fiction Sally Rooney"
